pid,xml
61-5238,https://dblp.uni-trier.de/pid/61/5238.xml
62-1373,https://dblp.org/pid/62/1373.xml
62-150,https://dblp.org/pid/62/150.xml
62-2450,https://dblp.org/pid/62/2450.xml
62-5169,https://dblp.org/pid/62/5169.xml
63-3664,https://dblp.uni-trier.de/pid/63/3664.xml
63-5512,https://dblp.org/pid/63/5512.xml
63-9828,https://dblp.org/pid/63/9828.xml
63-9993,https://dblp.org/pid/63/9993.xml
64-1071-1,https://dblp.uni-trier.de/pid/64/1071-1.xml
64-146,https://dblp.org/pid/64/146.xml
64-3041,https://dblp.org/pid/64/3041.xml
65-1457,https://dblp.org/pid/65/1457.xml
65-3446,https://dblp.org/pid/65/3446.xml
65-5338,https://dblp.org/pid/65/5338.xml
65-6758,https://dblp.uni-trier.de/pid/65/6758.xml
66-2556,https://dblp.uni-trier.de/pid/66/2556.xml
66-3005,https://dblp.org/pid/66/3005.xml
66-3027,https://dblp.uni-trier.de/pid/66/3027.xml
66-5923-8,https://dblp.org/pid/66/5923-8.xml
66-6919,https://dblp.org/pid/66/6919.xml
66-8700,https://dblp.org/pid/66/8700.xml
66-974,https://dblp.org/pid/66/974.xml
67-1328-10,https://dblp.org/pid/67/1328-10.xml
67-2583,https://dblp.org/pid/67/2583.xml
67-2933,https://dblp.org/pid/67/2933.xml
67-4834-4,https://dblp.uni-trier.de/pid/67/4834-4.xml
67-6383-1,https://dblp.org/pid/67/6383-1.xml
67-6415,https://dblp.uni-trier.de/pid/67/6415.xml
67-6469,https://dblp.uni-trier.de/pid/67/6469.xml
68-11145,https://dblp.org/pid/68/11145.xml
68-1297,https://dblp.org/pid/68/1297.xml
68-1677,https://dblp.uni-trier.de/pid/68/1677.xml
68-3004,https://dblp.org/pid/68/3004.xml
68-3366,https://dblp.org/pid/68/3366.xml
68-5894,https://dblp.org/pid/68/5894.xml
68-6119,https://dblp.org/pid/68/6119.xml
68-7553-1,https://dblp.org/pid/68/7553-1.xml
69-1215-1,https://dblp.uni-trier.de/pid/69/1215-1.xml
69-157-1,https://dblp.org/pid/69/157-1.xml
69-159,https://dblp.org/pid/69/159.xml
69-339-1,https://dblp.uni-trier.de/pid/69/339-1.xml
69-3405-1,https://dblp.org/pid/69/3405-1.xml
69-6680,https://dblp.uni-trier.de/pid/69/6680.xml
69-9726,https://dblp.org/pid/69/9726.xml
70-11145,https://dblp.org/pid/70/11145.xml
70-2659,https://dblp.uni-trier.de/pid/70/2659.xml
70-4688,https://dblp.uni-trier.de/pid/70/4688.xml
70-6404,https://dblp.uni-trier.de/pid/70/6404.xml
70-6862,https://dblp.org/pid/70/6862.xml
70-9686,https://dblp.org/pid/70/9686.xml
71-11498,https://dblp.org/pid/71/11498.xml
71-1647,https://dblp.uni-trier.de/pid/71/1647.xml
71-5578,https://dblp.org/pid/71/5578.xml
71-5974,https://dblp.org/pid/71/5974.xml
71-7422,https://dblp.org/pid/71/7422.xml
71-8700-1,https://dblp.org/pid/71/8700-1.xml
71-9649,https://dblp.org/pid/71/9649.xml
72-36,https://dblp.org/pid/72/36.xml
72-4662,https://dblp.uni-trier.de/pid/72/4662.xml
72-7456,https://dblp.org/pid/72/7456.xml
73-2015,https://dblp.org/pid/73/2015.xml
73-2496,https://dblp.uni-trier.de/pid/73/2496.xml
73-343,https://dblp.org/pid/73/343.xml
73-3928-1,https://dblp.org/pid/73/3928-1.xml
73-6114,https://dblp.org/pid/73/6114.xml
73-6460,https://dblp.org/pid/73/6460.xml
74-20,https://dblp.org/pid/74/20.xml
74-2905,https://dblp.org/pid/74/2905.xml
74-3195,https://dblp.org/pid/74/3195.xml
74-3608-6,https://dblp.org/pid/74/3608-6.xml
74-5694,https://dblp.uni-trier.de/pid/74/5694.xml
74-6086,https://dblp.uni-trier.de/pid/74/6086.xml
74-9877,https://dblp.org/pid/74/9877.xml
75-3108,https://dblp.org/pid/75/3108.xml
75-3512,https://dblp.org/pid/75/3512.xml
75-5002,https://dblp.org/pid/75/5002.xml
75-5478,https://dblp.uni-trier.de/pid/75/5478.xml
75-6588-3,https://dblp.uni-trier.de/pid/75/6588-3.xml
75-887,https://dblp.org/pid/75/887.xml
75-9436,https://dblp.org/pid/75/9436.xml
76-1735,https://dblp.org/pid/76/1735.xml
76-1783,https://dblp.org/pid/76/1783.xml
76-1820-20,https://dblp.uni-trier.de/pid/76/1820-20.xml
76-185-3,https://dblp.org/pid/76/185-3.xml
76-3160-2,https://dblp.org/pid/76/3160-2.xml
76-322,https://dblp.org/pid/76/322.xml
76-3961,https://dblp.org/pid/76/3961.xml
76-6735,https://dblp.org/pid/76/6735.xml
77-1485,https://dblp.org/pid/77/1485.xml
77-1703,https://dblp.uni-trier.de/pid/77/1703.xml
77-1985,https://dblp.org/pid/77/1985.xml
77-2970-1,https://dblp.org/pid/77/2970-1.xml
77-3753,https://dblp.org/pid/77/3753.xml
77-377-2,https://dblp.uni-trier.de/pid/77/377-2.xml
77-4620,https://dblp.org/pid/77/4620.xml
77-4933,https://dblp.org/pid/77/4933.xml
77-5034,https://dblp.uni-trier.de/pid/77/5034.xml
77-5283,https://dblp.org/pid/77/5283.xml
77-6778,https://dblp.org/pid/77/6778.xml
78-4413,https://dblp.org/pid/78/4413.xml
78-459-2,https://dblp.uni-trier.de/pid/78/459-2.xml
78-5231,https://dblp.uni-trier.de/pid/78/5231.xml
78-8779,https://dblp.org/pid/78/8779.xml
79-11278,https://dblp.uni-trier.de/pid/79/11278.xml
79-1490,https://dblp.org/pid/79/1490.xml
79-3108,https://dblp.org/pid/79/3108.xml
79-9544,https://dblp.org/pid/79/9544.xml
80-10462,https://dblp.org/pid/80/10462.xml
80-1651-2,https://dblp.uni-trier.de/pid/80/1651-2.xml
80-2320,https://dblp.org/pid/80/2320.xml
80-2651,https://dblp.org/pid/80/2651.xml
80-2732,https://dblp.org/pid/80/2732.xml
80-3560,https://dblp.org/pid/80/3560.xml
80-4136,https://dblp.org/pid/80/4136.xml
80-468,https://dblp.org/pid/80/468.xml
80-4976,https://dblp.org/pid/80/4976.xml
80-594,https://dblp.org/pid/80/594.xml
80-6521,https://dblp.org/pid/80/6521.xml
80-6889,https://dblp.org/pid/80/6889.xml
80-8429,https://dblp.org/pid/80/8429.xml
81-10470,https://dblp.org/pid/81/10470.xml
81-10578,https://dblp.org/pid/81/10578.xml
81-1832-2,https://dblp.org/pid/81/1832-2.xml
81-3390-1,https://dblp.org/pid/81/3390-1.xml
81-4388,https://dblp.org/pid/81/4388.xml
81-6181,https://dblp.org/pid/81/6181.xml
81-940,https://dblp.uni-trier.de/pid/81/940.xml
81-9436-1,https://dblp.org/pid/81/9436-1.xml
82-11411,https://dblp.org/pid/82/11411.xml
82-1740,https://dblp.org/pid/82/1740.xml
82-231,https://dblp.org/pid/82/231.xml
82-4089,https://dblp.org/pid/82/4089.xml
82-4206-11,https://dblp.org/pid/82/4206-11.xml
82-4386,https://dblp.uni-trier.de/pid/82/4386.xml
82-4977-3,https://dblp.uni-trier.de/pid/82/4977-3.xml
82-6362-1,https://dblp.org/pid/82/6362-1.xml
82-7402,https://dblp.org/pid/82/7402.xml
82-9876,https://dblp.org/pid/82/9876.xml
83-11148,https://dblp.org/pid/83/11148.xml
83-2389-1,https://dblp.org/pid/83/2389-1.xml
83-2426,https://dblp.uni-trier.de/pid/83/2426.xml
83-4809-2,https://dblp.org/pid/83/4809-2.xml
83-5342-6,https://dblp.uni-trier.de/pid/83/5342-6.xml
83-741,https://dblp.org/pid/83/741.xml
83-7998,https://dblp.org/pid/83/7998.xml
83-8652,https://dblp.org/pid/83/8652.xml
83-9923,https://dblp.org/pid/83/9923.xml
84-114,https://dblp.org/pid/84/114.xml
84-2055,https://dblp.org/pid/84/2055.xml
84-2154,https://dblp.uni-trier.de/pid/84/2154.xml
84-2644,https://dblp.uni-trier.de/pid/84/2644.xml
84-3254-5,https://dblp.org/pid/84/3254-5.xml
85-1868,https://dblp.org/pid/85/1868.xml
85-1868-11,https://dblp.org/pid/85/1868-11.xml
85-1868-7,https://dblp.org/pid/85/1868-7.xml
85-318,https://dblp.org/pid/85/318.xml
85-5637-1,https://dblp.uni-trier.de/pid/85/5637-1.xml
85-7967,https://dblp.org/pid/85/7967.xml
85-9079,https://dblp.org/pid/85/9079.xml
86-1723,https://dblp.org/pid/86/1723.xml
86-1747,https://dblp.org/pid/86/1747.xml
86-508-2,https://dblp.org/pid/86/508-2.xml
86-9726,https://dblp.org/pid/86/9726.xml
87-10957,https://dblp.org/pid/87/10957.xml
87-11444,https://dblp.org/pid/87/11444.xml
87-6573,https://dblp.uni-trier.de/pid/87/6573.xml
87-7541,https://dblp.org/pid/87/7541.xml
87-819-1,https://dblp.uni-trier.de/pid/87/819-1.xml
87-8324,https://dblp.org/pid/87/8324.xml
88-1081,https://dblp.org/pid/88/1081.xml
88-2433,https://dblp.uni-trier.de/pid/88/2433.xml
88-6466-1,https://dblp.uni-trier.de/pid/88/6466-1.xml
88-6520,https://dblp.uni-trier.de/pid/88/6520.xml
88-9060,https://dblp.org/pid/88/9060.xml
88-995,https://dblp.uni-trier.de/pid/88/995.xml
89-211,https://dblp.org/pid/89/211.xml
89-2506-2,https://dblp.org/pid/89/2506-2.xml
89-2619,https://dblp.org/pid/89/2619.xml
89-6013,https://dblp.org/pid/89/6013.xml
89-6071,https://dblp.uni-trier.de/pid/89/6071.xml
89-6502,https://dblp.uni-trier.de/pid/89/6502.xml
89-9935,https://dblp.org/pid/89/9935.xml
90-1415,https://dblp.org/pid/90/1415.xml
90-2736,https://dblp.org/pid/90/2736.xml
90-514-1,https://dblp.org/pid/90/514-1.xml
90-5236-1,https://dblp.org/pid/90/5236-1.xml
90-7457,https://dblp.org/pid/90/7457.xml
90-7704,https://dblp.org/pid/90/7704.xml
90-7879,https://dblp.org/pid/90/7879.xml
91-275,https://dblp.org/pid/91/275.xml
91-6078,https://dblp.uni-trier.de/pid/91/6078.xml
91-7584,https://dblp.org/pid/91/7584.xml
92-2820,https://dblp.org/pid/92/2820.xml
92-6085,https://dblp.org/pid/92/6085.xml
92-6981,https://dblp.uni-trier.de/pid/92/6981.xml
92-9686,https://dblp.org/pid/92/9686.xml
93-5196,https://dblp.org/pid/93/5196.xml
93-9012,https://dblp.org/pid/93/9012.xml
93-9883,https://dblp.org/pid/93/9883.xml
94-1028,https://dblp.org/pid/94/1028.xml
94-10440,https://dblp.org/pid/94/10440.xml
94-2844,https://dblp.org/pid/94/2844.xml
94-3019-45,https://dblp.org/pid/94/3019-45.xml
94-4438,https://dblp.uni-trier.de/pid/94/4438.xml
94-5893,https://dblp.org/pid/94/5893.xml
95-9170,https://dblp.org/pid/95/9170.xml
95-9990,https://dblp.uni-trier.de/pid/95/9990.xml
96-11411,https://dblp.org/pid/96/11411.xml
96-2418,https://dblp.org/pid/96/2418.xml
96-3253,https://dblp.org/pid/96/3253.xml
96-361-8,https://dblp.uni-trier.de/pid/96/361-8.xml
96-3834,https://dblp.uni-trier.de/pid/96/3834.xml
96-4724,https://dblp.org/pid/96/4724.xml
96-4770,https://dblp.org/pid/96/4770.xml
96-7128,https://dblp.org/pid/96/7128.xml
96-8522,https://dblp.org/pid/96/8522.xml
96-8654,https://dblp.uni-trier.de/pid/96/8654.xml
96-8919,https://dblp.org/pid/96/8919.xml
97-3036,https://dblp.uni-trier.de/pid/97/3036.xml
97-5147,https://dblp.uni-trier.de/pid/97/5147.xml
97-5585,https://dblp.uni-trier.de/pid/97/5585.xml
97-919-1,https://dblp.org/pid/97/919-1.xml
97-9726,https://dblp.org/pid/97/9726.xml
98-2324,https://dblp.org/pid/98/2324.xml
98-3414-1,https://dblp.org/pid/98/3414-1.xml
98-4432-3,https://dblp.org/pid/98/4432-3.xml
98-5766-1,https://dblp.org/pid/98/5766-1.xml
98-6613-15,https://dblp.uni-trier.de/pid/98/6613-15.xml
98-6876,https://dblp.org/pid/98/6876.xml
98-7136,https://dblp.org/pid/98/7136.xml
98-7258,https://dblp.org/pid/98/7258.xml
99-2497,https://dblp.org/pid/99/2497.xml
99-5856,https://dblp.org/pid/99/5856.xml
99-6349,https://dblp.org/pid/99/6349.xml
a-AmrElAbbadi,https://dblp.org/pid/a/AmrElAbbadi.xml
a-AnastassiaAilamaki,https://dblp.uni-trier.de/pid/a/AnastassiaAilamaki.xml
a-BAmann,https://dblp.org/pid/a/BAmann.xml
a-DJAbadi,https://dblp.org/pid/a/DJAbadi.xml
a-DivyakantAgrawal,https://dblp.org/pid/a/DivyakantAgrawal.xml
a-FotoNAfrati,https://dblp.org/pid/a/FotoNAfrati.xml
a-GustavoAlonso,https://dblp.org/pid/a/GustavoAlonso.xml
a-IraAssent,https://dblp.org/pid/a/IraAssent.xml
a-KarlAberer,https://dblp.uni-trier.de/pid/a/KarlAberer.xml
a-LyublenaAntova,https://dblp.org/pid/a/LyublenaAntova.xml
a-PAtzeni,https://dblp.org/pid/a/PAtzeni.xml
a-PankajKAgarwal,https://dblp.uni-trier.de/pid/a/PankajKAgarwal.xml
a-TAmagasa,https://dblp.org/pid/a/TAmagasa.xml
a-WGAref,https://dblp.org/pid/a/WGAref.xml
b-ABonifati,https://dblp.uni-trier.de/pid/b/ABonifati.xml
b-CBhattacharyya,https://dblp.org/pid/b/CBhattacharyya.xml
b-ChristianBizer,https://dblp.org/pid/b/ChristianBizer.xml
b-ElisaBertino,https://dblp.uni-trier.de/pid/b/ElisaBertino.xml
b-FBonchi,https://dblp.uni-trier.de/pid/b/FBonchi.xml
b-IlariaBartolini,https://dblp.org/pid/b/IlariaBartolini.xml
b-IndrajitBhattacharya,https://dblp.org/pid/b/IndrajitBhattacharya.xml
b-KenBarker1,https://dblp.org/pid/b/KenBarker1.xml
b-LEBertossi,https://dblp.org/pid/b/LEBertossi.xml
b-LucBouganim,https://dblp.uni-trier.de/pid/b/LucBouganim.xml
b-MagdalenaBalazinska,https://dblp.org/pid/b/MagdalenaBalazinska.xml
b-MarcoBrambilla,https://dblp.org/pid/b/MarcoBrambilla.xml
b-MichaelHBohlen,https://dblp.uni-trier.de/pid/b/MichaelHBohlen.xml
b-PBonnet,https://dblp.org/pid/b/PBonnet.xml
b-PeterABoncz,https://dblp.org/pid/b/PeterABoncz.xml
b-PhilipABernstein,https://dblp.org/pid/b/PhilipABernstein.xml
b-SBressan,https://dblp.uni-trier.de/pid/b/SBressan.xml
b-SSBhowmick,https://dblp.org/pid/b/SSBhowmick.xml
b-SrikantaJBedathur,https://dblp.uni-trier.de/pid/b/SrikantaJBedathur.xml
c-ALPChen,https://dblp.org/pid/c/ALPChen.xml
c-AndreaCali,https://dblp.uni-trier.de/pid/c/AndreaCali.xml
c-CarloCurino,https://dblp.org/pid/c/CarloCurino.xml
c-CheeYongChan,https://dblp.uni-trier.de/pid/c/CheeYongChan.xml
c-DarioColazzo,https://dblp.uni-trier.de/pid/c/DarioColazzo.xml
c-GVCormack,https://dblp.org/pid/c/GVCormack.xml
c-GrahamCormode,https://dblp.org/pid/c/GrahamCormode.xml
c-IFCruz,https://dblp.org/pid/c/IFCruz.xml
c-IngemarJCox,https://dblp.org/pid/c/IngemarJCox.xml
c-KCCChang,https://dblp.uni-trier.de/pid/c/KCCChang.xml
c-LeiChen0002,https://dblp.org/pid/c/LeiChen0002.xml
c-MaxChevalier,https://dblp.uni-trier.de/pid/c/MaxChevalier.xml
c-PKChrysanthis,https://dblp.uni-trier.de/pid/c/PKChrysanthis.xml
c-SaraCohen,https://dblp.uni-trier.de/pid/c/SaraCohen.xml
c-ShiminChen,https://dblp.org/pid/c/ShiminChen.xml
c-ShuChingChen,https://dblp.uni-trier.de/pid/c/ShuChingChen.xml
c-SurajitChaudhuri,https://dblp.uni-trier.de/pid/c/SurajitChaudhuri.xml
c-ToonCalders,https://dblp.uni-trier.de/pid/c/ToonCalders.xml
c-UgurCetintemel,https://dblp.org/pid/c/UgurCetintemel.xml
c-VTChakaravarthy,https://dblp.uni-trier.de/pid/c/VTChakaravarthy.xml
c-VassilisChristophides,https://dblp.org/pid/c/VassilisChristophides.xml
c-WeiChen1,https://dblp.org/pid/c/WeiChen1.xml
c-YeowMengChee,https://dblp.org/pid/c/YeowMengChee.xml
d-ADeligiannakis,https://dblp.org/pid/d/ADeligiannakis.xml
d-AlinDeutsch,https://dblp.org/pid/d/AlinDeutsch.xml
d-AmolDeshpande,https://dblp.org/pid/d/AmolDeshpande.xml
d-AnHaiDoan,https://dblp.org/pid/d/AnHaiDoan.xml
d-CEDyreson,https://dblp.uni-trier.de/pid/d/CEDyreson.xml
d-GDobbie,https://dblp.org/pid/d/GDobbie.xml
d-JDomingoFerrer,https://dblp.uni-trier.de/pid/d/JDomingoFerrer.xml
d-JensPeterDittrich,https://dblp.org/pid/d/JensPeterDittrich.xml
d-KhuzaimaDaudjee,https://dblp.org/pid/d/KhuzaimaDaudjee.xml
d-XinLunaDong,https://dblp.uni-trier.de/pid/d/XinLunaDong.xml
f-EdwardAFox,https://dblp.uni-trier.de/pid/f/EdwardAFox.xml
f-ElenaFerrari,https://dblp.org/pid/f/ElenaFerrari.xml
f-GeorgeHLFletcher,https://dblp.org/pid/f/GeorgeHLFletcher.xml
f-HFerhatosmanoglu,https://dblp.uni-trier.de/pid/f/HFerhatosmanoglu.xml
f-JAFernandesdeMacedo,https://dblp.uni-trier.de/pid/f/JAFernandesdeMacedo.xml
f-JCFreytag,https://dblp.uni-trier.de/pid/f/JCFreytag.xml
f-JulianaFreire,https://dblp.org/pid/f/JulianaFreire.xml
f-MJFranklin,https://dblp.org/pid/f/MJFranklin.xml
g-AristidesGionis,https://dblp.uni-trier.de/pid/g/AristidesGionis.xml
g-DimitriosGunopulos,https://dblp.org/pid/g/DimitriosGunopulos.xml
g-FlorisGeerts,https://dblp.org/pid/g/FlorisGeerts.xml
g-GoetzGraefe,https://dblp.org/pid/g/GoetzGraefe.xml
g-JohannesGehrke,https://dblp.org/pid/g/JohannesGehrke.xml
g-JonathanGoldstein,https://dblp.uni-trier.de/pid/g/JonathanGoldstein.xml
g-ManishGupta1,https://dblp.org/pid/g/ManishGupta1.xml
g-MatteoGolfarelli,https://dblp.org/pid/g/MatteoGolfarelli.xml
g-MinosNGarofalakis,https://dblp.org/pid/g/MinosNGarofalakis.xml
g-PGeneves,https://dblp.org/pid/g/PGeneves.xml
g-PaoloGarza,https://dblp.org/pid/g/PaoloGarza.xml
g-ParkeGodfrey,https://dblp.org/pid/g/ParkeGodfrey.xml
g-SGhandeharizadeh,https://dblp.uni-trier.de/pid/g/SGhandeharizadeh.xml
g-SergioGreco,https://dblp.uni-trier.de/pid/g/SergioGreco.xml
g-TorstenGrust,https://dblp.org/pid/g/TorstenGrust.xml
h-AlonYHalevy,https://dblp.uni-trier.de/pid/h/AlonYHalevy.xml
h-AndreasHotho,https://dblp.org/pid/h/AndreasHotho.xml
h-BillHowe,https://dblp.org/pid/h/BillHowe.xml
h-BingshengHe,https://dblp.org/pid/h/BingshengHe.xml
h-JaakkoHollmen,https://dblp.uni-trier.de/pid/h/JaakkoHollmen.xml
h-KatjaHose,https://dblp.uni-trier.de/pid/h/KatjaHose.xml
h-OktieHassanzadeh,https://dblp.uni-trier.de/pid/h/OktieHassanzadeh.xml
h-PeterJHaas,https://dblp.org/pid/h/PeterJHaas.xml
h-SvenHartmann,https://dblp.org/pid/h/SvenHartmann.xml
h-SvenHelmer,https://dblp.uni-trier.de/pid/h/SvenHelmer.xml
h-WynneHsu,https://dblp.org/pid/h/WynneHsu.xml
i-IhabFIlyas,https://dblp.uni-trier.de/pid/i/IhabFIlyas.xml
i-StratosIdreos,https://dblp.org/pid/i/StratosIdreos.xml
i-ZacharyGIves,https://dblp.org/pid/i/ZacharyGIves.xml
j-AdamJatowt,https://dblp.uni-trier.de/pid/j/AdamJatowt.xml
j-BjornTorJonsson1,https://dblp.uni-trier.de/pid/j/BjornTorJonsson1.xml
j-CVJawahar,https://dblp.org/pid/j/CVJawahar.xml
j-ChrisJermaine,https://dblp.org/pid/j/ChrisJermaine.xml
j-ChristianSJensen,https://dblp.uni-trier.de/pid/j/ChristianSJensen.xml
j-GabrielaJacquesSilva,https://dblp.org/pid/j/GabrielaJacquesSilva.xml
j-HVJagadish,https://dblp.uni-trier.de/pid/j/HVJagadish.xml
k-AlfonsKemper,https://dblp.org/pid/k/AlfonsKemper.xml
k-BKonigRies,https://dblp.uni-trier.de/pid/k/BKonigRies.xml
k-BenKao,https://dblp.org/pid/k/BenKao.xml
k-BettinaKemme,https://dblp.org/pid/k/BettinaKemme.xml
k-ChristophKoch,https://dblp.org/pid/k/ChristophKoch.xml
k-DonaldKossmann,https://dblp.uni-trier.de/pid/k/DonaldKossmann.xml
k-FlipKorn,https://dblp.uni-trier.de/pid/k/FlipKorn.xml
k-GeorgeKollios,https://dblp.uni-trier.de/pid/k/GeorgeKollios.xml
k-GeorgiaKoutrika,https://dblp.org/pid/k/GeorgiaKoutrika.xml
k-HenryFKorth,https://dblp.org/pid/k/HenryFKorth.xml
k-KKarlapalem,https://dblp.org/pid/k/KKarlapalem.xml
k-KarinKailing,https://dblp.org/pid/k/KarinKailing.xml
k-MasaruKitsuregawa,https://dblp.uni-trier.de/pid/k/MasaruKitsuregawa.xml
k-NickKoudas,https://dblp.org/pid/k/NickKoudas.xml
k-VanaKalogeraki,https://dblp.org/pid/k/VanaKalogeraki.xml
k-VerenaKantere,https://dblp.uni-trier.de/pid/k/VerenaKantere.xml
l-ALabrinidis,https://dblp.org/pid/l/ALabrinidis.xml
l-BertramLudascher,https://dblp.org/pid/l/BertramLudascher.xml
l-ChenLi1,https://dblp.org/pid/l/ChenLi1.xml
l-ChengfeiLiu,https://dblp.org/pid/l/ChengfeiLiu.xml
l-FeifeiLi,https://dblp.org/pid/l/FeifeiLi.xml
l-GuoliangLi,https://dblp.org/pid/l/GuoliangLi.xml
l-HuaLu,https://dblp.org/pid/l/HuaLu.xml
l-HuiLi5,https://dblp.org/pid/l/HuiLi5.xml
l-JiahengLu,https://dblp.uni-trier.de/pid/l/JiahengLu.xml
l-JianxinLi,https://dblp.uni-trier.de/pid/l/JianxinLi.xml
l-LinXuemin,https://dblp.uni-trier.de/pid/l/LinXuemin.xml
l-MLatapy,https://dblp.org/pid/l/MLatapy.xml
l-MingLi6,https://dblp.org/pid/l/MingLi6.xml
l-NinghuiLi,https://dblp.org/pid/l/NinghuiLi.xml
l-QiongLuo,https://dblp.org/pid/l/QiongLuo.xml
l-SangWonLee,https://dblp.uni-trier.de/pid/l/SangWonLee.xml
l-UlfLeser,https://dblp.org/pid/l/UlfLeser.xml
l-WLehner,https://dblp.org/pid/l/WLehner.xml
l-XianLian,https://dblp.org/pid/l/XianLian.xml
m-AnimeshMukherjee,https://dblp.org/pid/m/AnimeshMukherjee.xml
m-CMohan,https://dblp.uni-trier.de/pid/m/CMohan.xml
m-DebapriyoMajumdar,https://dblp.org/pid/m/DebapriyoMajumdar.xml
m-HeikoMuller,https://dblp.org/pid/m/HeikoMuller.xml
m-IoanaManolescu,https://dblp.uni-trier.de/pid/m/IoanaManolescu.xml
m-JFMartinez,https://dblp.org/pid/m/JFMartinez.xml
m-JosianeMothe,https://dblp.uni-trier.de/pid/m/JosianeMothe.xml
m-MirellaMouraMoro,https://dblp.org/pid/m/MirellaMouraMoro.xml
m-PabitraMitra,https://dblp.org/pid/m/PabitraMitra.xml
m-PaoloMerialdo,https://dblp.uni-trier.de/pid/m/PaoloMerialdo.xml
m-RJMiller,https://dblp.org/pid/m/RJMiller.xml
m-ReneMuller,https://dblp.org/pid/m/ReneMuller.xml
m-SamuelMadden,https://dblp.org/pid/m/SamuelMadden.xml
m-SharadMehrotra,https://dblp.org/pid/m/SharadMehrotra.xml
m-TanuMalik,https://dblp.uni-trier.de/pid/m/TanuMalik.xml
m-TovaMilo,https://dblp.org/pid/m/TovaMilo.xml
m-VMarkl,https://dblp.org/pid/m/VMarkl.xml
m-WagnerMeiraJr,https://dblp.org/pid/m/WagnerMeiraJr.xml
n-FelixNaumann,https://dblp.uni-trier.de/pid/n/FelixNaumann.xml
n-FrankNeven,https://dblp.org/pid/n/FrankNeven.xml
n-HungQNgo,https://dblp.uni-trier.de/pid/n/HungQNgo.xml
n-JeffreyFNaughton,https://dblp.uni-trier.de/pid/n/JeffreyFNaughton.xml
n-NikosNtarmos,https://dblp.org/pid/n/NikosNtarmos.xml
n-VivekRNarasayya,https://dblp.uni-trier.de/pid/n/VivekRNarasayya.xml
o-BengChinOoi,https://dblp.uni-trier.de/pid/o/BengChinOoi.xml
o-FatmaOzcan,https://dblp.uni-trier.de/pid/o/FatmaOzcan.xml
o-MTamerOzsu,https://dblp.org/pid/o/MTamerOzsu.xml
o-MouradOuzzani,https://dblp.org/pid/o/MouradOuzzani.xml
o-VincentOria,https://dblp.uni-trier.de/pid/o/VincentOria.xml
o-VivianeMoreiraOrengo,https://dblp.org/pid/o/VivianeMoreiraOrengo.xml
p-ANPapadopoulos,https://dblp.org/pid/p/ANPapadopoulos.xml
p-DimitrisPapadias,https://dblp.org/pid/p/DimitrisPapadias.xml
p-EPitoura,https://dblp.org/pid/p/EPitoura.xml
p-IppokratisPandis,https://dblp.org/pid/p/IppokratisPandis.xml
p-JMPetit,https://dblp.org/pid/p/JMPetit.xml
p-JianPei,https://dblp.org/pid/p/JianPei.xml
p-LucianPopa,https://dblp.org/pid/p/LucianPopa.xml
p-NWPaton,https://dblp.uni-trier.de/pid/p/NWPaton.xml
p-NeoklisPolyzotis,https://dblp.org/pid/p/NeoklisPolyzotis.xml
p-OdysseasPapapetrou,https://dblp.org/pid/p/OdysseasPapapetrou.xml
p-PaoloPapotti,https://dblp.org/pid/p/PaoloPapotti.xml
p-TorbenBachPedersen,https://dblp.org/pid/p/TorbenBachPedersen.xml
p-YPapakonstantinou,https://dblp.org/pid/p/YPapakonstantinou.xml
r-CarolinaRuiz,https://dblp.uni-trier.de/pid/r/CarolinaRuiz.xml
r-ChinyaVRavishankar,https://dblp.uni-trier.de/pid/r/ChinyaVRavishankar.xml
r-ChristopherRe,https://dblp.uni-trier.de/pid/r/ChristopherRe.xml
r-DRafiei,https://dblp.org/pid/r/DRafiei.xml
r-EARundensteiner,https://dblp.uni-trier.de/pid/r/EARundensteiner.xml
r-ERahm,https://dblp.org/pid/r/ERahm.xml
r-KARoss,https://dblp.org/pid/r/KARoss.xml
r-LouiqaRaschid,https://dblp.org/pid/r/LouiqaRaschid.xml
r-MatthiasRenz,https://dblp.org/pid/r/MatthiasRenz.xml
r-MayaRamanath,https://dblp.org/pid/r/MayaRamanath.xml
r-MirekRiedewald,https://dblp.uni-trier.de/pid/r/MirekRiedewald.xml
r-UweRohm,https://dblp.uni-trier.de/pid/r/UweRohm.xml
r-VijayshankarRaman,https://dblp.uni-trier.de/pid/r/VijayshankarRaman.xml
s-ASdaSilva,https://dblp.uni-trier.de/pid/s/ASdaSilva.xml
s-ASimitsis,https://dblp.uni-trier.de/pid/s/ASimitsis.xml
s-AmbujKSingh,https://dblp.org/pid/s/AmbujKSingh.xml
s-AnnaCinziaSquicciarini,https://dblp.org/pid/s/AnnaCinziaSquicciarini.xml
s-CyrusShahabi,https://dblp.org/pid/s/CyrusShahabi.xml
s-DanSuciu,https://dblp.org/pid/s/DanSuciu.xml
s-DiveshSrivastava,https://dblp.uni-trier.de/pid/s/DiveshSrivastava.xml
s-IonStoica,https://dblp.org/pid/s/IonStoica.xml
s-JuliaStoyanovich,https://dblp.org/pid/s/JuliaStoyanovich.xml
s-KaiUweSattler,https://dblp.org/pid/s/KaiUweSattler.xml
s-KennethSalem,https://dblp.uni-trier.de/pid/s/KennethSalem.xml
s-MichaelStonebraker,https://dblp.org/pid/s/MichaelStonebraker.xml
