name,country,institution,dblp,pid,final_url,expertise
nicolas anciaux,france,inria,https://dblp.uni-trier.de/pers/a/Anciaux:Nicolas.html,00-1107,https://dblp.uni-trier.de/pid/00/1107.html,8
peifeng li,china,"soochow university, china",https://dblp.org/pers/l/Li:Peifeng.html,00-1996,https://dblp.org/pid/00/1996.html,5
kalpa gunaratna,united states,samsung research,https://dblp.org/pers/g/Gunaratna:Kalpa.html,00-9080,https://dblp.org/pid/00/9080.html,7
rada chirkova,united states,nc state university,https://dblp.org/pers/c/Chirkova:Rada.html,01-3589,https://dblp.org/pid/01/3589.html,10
mohammad dashti,united states,mongodb,https://dblp.org/pid/01/4316-1.html,01-4316-1,https://dblp.org/pid/01/4316-1.html,3
spiros skiadopoulos,greece,university of the peloponnese,https://dblp.org/pid/01/5237.html,01-5237,https://dblp.org/pid/01/5237.html,7
liang chen,china,sun yat-sen university,https://dblp.uni-trier.de/pers/hd/c/Chen_0001:Liang,01-5394-1,https://dblp.uni-trier.de/pid/01/5394-1.html,8
mingjie tang,united states,ant group usa,https://dblp.org/pid/01/7213.html,01-7213,https://dblp.org/pid/01/7213.html,5
preethi jyothi,united states,university of illinois at urbana-champaign,https://dblp.org/pers/j/Jyothi:Preethi.html,01-9014,https://dblp.org/pid/01/9014.html,4
jiafeng guo,china,institute of computing technology,https://dblp.org/pers/g/Guo:Jiafeng.html,02-146,https://dblp.org/pid/02/146.html,8
justin levandoski,united states,"{'microsoft research', 'google'}",https://dblp.org/pid/02/3658.html,02-3658,https://dblp.org/pid/02/3658.html,8
ravi ramamurthy,united states,microsoft,https://dblp.uni-trier.de/pers/r/Ramamurthy:Ravishankar.html,02-4973,https://dblp.uni-trier.de/pid/02/4973.html,3
vincent leroy,france,"university grenoble-alps, cnrs, lig",https://dblp.uni-trier.de/pers/hd/l/Leroy_0001:Vincent,02-7933,https://dblp.uni-trier.de/pid/02/7933.html,6
dumitrel loghin,singapore,national university of singapore,https://dblp.uni-trier.de/pers/l/Loghin:Dumitrel.html,03-10118,https://dblp.uni-trier.de/pid/03/10118.html,5
vasudeva varma,india,iiit hyderabad,https://dblp.uni-trier.de/pers/v/Varma:Vasudeva.html,03-4045,https://dblp.uni-trier.de/pid/03/4045.html,2
rui zhang,"{'china', 'australia'}","{'tsinghua university graduate school at shenzhen', 'university of melbourne', 'university of melbourne, australia'}",https://dblp.uni-trier.de/pid/03/505.html,03-505,https://dblp.uni-trier.de/pid/03/505.html,8
niladri chatterjee,india,iit delhi,https://dblp.org/pers/c/Chatterjee:Niladri.html,03-545,https://dblp.org/pid/03/545.html,6
dan ports,united states,univ. of washington,https://dblp.uni-trier.de/pid/03/6105.html,03-6105,https://dblp.uni-trier.de/pid/03/6105.html,2
sujatha das gollapalli,singapore,"i2r, a*star",https://dblp.org/pers/g/Gollapalli:Sujatha_Das.html,03-6702,https://dblp.org/pid/03/6702.html,5
hongzhi yin,australia,the university of queensland,https://dblp.org/pid/04/10606.html,04-10606,https://dblp.org/pid/04/10606.html,1
edwin lughofer,austria,johannes kepler university linz,https://dblp.org/pers/l/Lughofer:Edwin.html,04-1538,https://dblp.org/pid/04/1538.html,10
alexandra meliou,united states,umass amherst,https://dblp.org/pers/m/Meliou:Alexandra.html,04-1835,https://dblp.org/pid/04/1835.html,6
huiping cao,united states,new mexico state university,https://dblp.org/pid/04/492.html,04-492,https://dblp.org/pid/04/492.html,9
fernando chirigati,united states,nyu,https://dblp.org/pers/c/Chirigati:Fernando_Seabra.html,04-5404,https://dblp.org/pid/04/5404.html,1
abolfazl asudeh,united states,"{'university of illinois at chicago', 'university of michifan'}",https://dblp.org/pid/04/7892.html,04-7892,https://dblp.org/pid/04/7892.html,10
donatella firmani,italy,roma tre university,https://dblp.uni-trier.de/pers/f/Firmani:Donatella.html,05-10127,https://dblp.uni-trier.de/pid/05/10127.html,3
jelle hellings,united states,university of california davis,https://dblp.org/pid/05/10671.html,05-10671,https://dblp.org/pid/05/10671.html,7
tristan allard,france,"univ rennes, cnrs, irisa",https://dblp.org/pid/05/1478.html,05-1478,https://dblp.org/pid/05/1478.html,4
harish doraiswamy,united states,independent consultant,https://dblp.org/pid/05/264.html,05-264,https://dblp.org/pid/05/264.html,9
stelios paparizos,united states,linkedin,https://dblp.org/pers/p/Paparizos:Stelios.html,05-5881,https://dblp.org/pid/05/5881.html,3
hongning wang,united states,university of virginia,https://dblp.org/pers/w/Wang:Hongning.html,05-6545,https://dblp.org/pid/05/6545.html,5
amr magdy,united states,university of california - riverside,https://dblp.org/pers/m/Magdy_0001:Amr.html,05-8073-1,https://dblp.org/pid/05/8073-1.html,3
junhao gan,australia,university of melbourne,https://dblp.org/pers/g/Gan:Junhao.html,06-11411,https://dblp.org/pid/06/11411.html,7
jianmin wang,china,"tsinghua university, china",https://dblp.org/pers/hd/w/Wang_0001:Jianmin,06-3456-1,https://dblp.org/pid/06/3456-1.html,5
james cheng,hong kong sar,chinese university of hong kong,https://dblp.uni-trier.de/pers/c/Cheng:James.html,06-4171,https://dblp.uni-trier.de/pid/06/4171.html,9
xiangnan kong,united states,worcester polytechnic institute,https://dblp.org/pers/k/Kong:Xiangnan.html,06-8315,https://dblp.org/pid/06/8315.html,7
vijay gabale,india,"{'huew', 'infilect technologies pvt. ltd.'}",https://dblp.org/pid/06/8397.html,06-8397,https://dblp.org/pid/06/8397.html,2
saptarshi ghosh,india,indian institute of technology kharagpur,https://dblp.uni-trier.de/pers/hd/g/Ghosh_0001:Saptarshi,06-900-1,https://dblp.uni-trier.de/pid/06/900-1.html,4
jarek szlichta,canada,ontario tech,https://dblp.org/pid/06/9379.html,06-9379,https://dblp.org/pid/06/9379.html,9
yingjun wu,united states,amazon web services,https://dblp.org/pid/07/11533.html,07-11533,https://dblp.org/pid/07/11533.html,2
gautam das,united states,ut arlington,https://dblp.org/pid/07/1181.html,07-1181,https://dblp.org/pid/07/1181.html,10
byron choi,hong kong sar,"{'hong kong baptist university', 'hong kong baptist university, hong kong, china'}",https://dblp.uni-trier.de/pers/c/Choi:Byron.html,07-1560,https://dblp.uni-trier.de/pid/07/1560.html,9
udo kruschwitz,germany,university of regensburg,https://dblp.uni-trier.de/pers/k/Kruschwitz:Udo.html,07-1751,https://dblp.uni-trier.de/pid/07/1751.html,10
nishant sinha,india,offnote labs,https://dblp.org/pers/hd/s/Sinha_0001:Nishant,07-201-1,https://dblp.org/pid/07/201-1.html,5
xiang zhao,china,national university of defence technology,https://dblp.org/pers/hd/z/Zhao_0002:Xiang,07-668-2,https://dblp.org/pid/07/668-2.html,2
joao magalhaes,portugal,universidade nova de lisboa,https://dblp.uni-trier.de/pers/m/Magalh=atilde=es:Jo=atilde=o.html,08-1790,https://dblp.uni-trier.de/pid/08/1790.html,4
holger pirk,"{'united states', 'united kingdom'}","{'imperial college', 'mit', 'imperial college, uk'}",https://dblp.org/pid/08/3969.html,08-3969,https://dblp.org/pid/08/3969.html,7
chang-tien lu,united states,virginia tech,https://dblp.uni-trier.de/pers/l/Lu:Chang=Tien.html,08-4367,https://dblp.uni-trier.de/pid/08/4367.html,8
jia zou,united states,asu,https://dblp.org/pid/08/4537.html,08-4537,https://dblp.org/pid/08/4537.html,3
panagiotis karras,denmark,"{'aalborg university', 'aarhus university'}",https://dblp.uni-trier.de/pers/k/Karras:Panagiotis.html,08-5342,https://dblp.uni-trier.de/pid/08/5342.html,1
xing xie,china,microsoft,https://dblp.org/pid/08/6809-1.html,08-6809-1,https://dblp.org/pid/08/6809-1.html,4
meihui zhang,china,beijing institute of technology,https://dblp.org/pid/08/7259.html,08-7259,https://dblp.org/pid/08/7259.html,2
djellel difallah,united states,nyu,https://dblp.org/pers/d/Difallah:Djellel_Eddine.html,09-10814,https://dblp.org/pid/09/10814.html,8
boris glavic,united states,illinois institute of technology,https://dblp.uni-trier.de/pers/hd/g/Glavic:Boris,09-3012,https://dblp.uni-trier.de/pid/09/3012.html,4
lipika dey,india,tcs innovation lab delhi,https://dblp.org/pers/d/Dey:Lipika.html,09-3737,https://dblp.org/pid/09/3737.html,2
chi wang,united states,microsoft research,https://dblp.uni-trier.de/pid/09/404-1.html,09-404-1,https://dblp.uni-trier.de/pid/09/404-1.html,6
jorge arnulfo quiane ruiz,germany,tu berlin,https://dblp.org/pers/q/Quian=eacute==Ruiz:Jorge=Arnulfo.html,09-6353,https://dblp.org/pid/09/6353.html,6
marwan hassani,netherlands,eindhoven university of technology,https://dblp.org/pers/h/Hassani:Marwan.html,09-7444,https://dblp.org/pid/09/7444.html,10
viktor leis,germany,"{'technische universitt mnchen', 'friedrich-alexander-universitat erlangen-narnberg', 'friedrich schiller university jena'}",https://dblp.org/pid/10/11150.html,10-11150,https://dblp.org/pid/10/11150.html,4
xin wang,united states,suny stonybrook,https://dblp.org/pid/10/5630-1.html,10-5630-1,https://dblp.org/pid/10/5630-1.html,6
michael gubanov,united states,florida state university,https://dblp.org/pers/g/Gubanov:Michael_N=.html,10-5842,https://dblp.org/pid/10/5842.html,2
tilmann rabl,germany,hpi,https://dblp.org/pers/r/Rabl:Tilmann.html,10-760,https://dblp.org/pid/10/760.html,10
r uday kiran,japan,the university of tokyo,https://dblp.org/pid/11/1466.html,11-1466,https://dblp.org/pid/11/1466.html,2
murat demirbas,united states,"university at buffalo, suny",https://dblp.org/pers/d/Demirbas:Murat.html,11-6409,https://dblp.org/pid/11/6409.html,10
sandeep hans,india,"{'ibm', 'ibm research, india'}",https://dblp.org/pid/11/7555.html,11-7555,https://dblp.org/pid/11/7555.html,4
tanmay basu,united kingdom,"university of birmingham, uk",https://dblp.org/pid/11/7631.html,11-7631,https://dblp.org/pid/11/7631.html,8
kedar kulkarni,india,ibm,https://dblp.org/pid/115/6264.html,115-6264,https://dblp.org/pid/115/6264.html,7
constantinos costa,united states,university of pittsburgh,https://dblp.org/pid/116/0694.html,116-0694,https://dblp.org/pid/116/0694.html,9
abhijnan chakraborty,germany,max planck institute for software systems,https://dblp.org/pers/c/Chakraborty:Abhijnan.html,116-1678,https://dblp.org/pid/116/1678.html,8
erkang zhu,united states,microsoft research,https://dblp.org/pid/116/5135.html,116-5135,https://dblp.org/pid/116/5135.html,5
zechao shang,united states,"{'university of chicago', 'univesity of chicago'}",https://dblp.org/pers/s/Shang:Zechao.html,117-3757,https://dblp.org/pid/117/3757.html,2
kiran garimella,united states,rutgers university,https://dblp.org/pid/117/4298.html,117-4298,https://dblp.org/pid/117/4298.html,5
yashaswi verma,india,indian institute of technology jodhpur,https://dblp.org/pers/v/Verma:Yashaswi.html,117-4872,https://dblp.org/pid/117/4872.html,8
xiaolan wang,united states,megagon labs,https://dblp.org/pers/hd/w/Wang_0001:Xiaolan,117-4879-1,https://dblp.org/pid/117/4879-1.html,10
liana ermakova,france,"hcti ea-4249, universit de bretagne occidentale",https://dblp.org/pers/e/Ermakova:Liana.html,118-3677,https://dblp.org/pid/118/3677.html,9
niharika sachdeva,india,naukri,https://dblp.org/pid/119/0385.html,119-0385,https://dblp.org/pid/119/0385.html,9
sreenivasa kumar p,india,indian institute of technology  madras,https://dblp.uni-trier.de/pid/119/1402.html,119-1402,https://dblp.uni-trier.de/pid/119/1402.html,1
michaela hardt,united states,amazon,https://dblp.org/pid/119/7671.html,119-7671,https://dblp.org/pid/119/7671.html,9
nitin gupta,india,ibm,https://dblp.org/pid/12/1770-5.html,12-1770-5,https://dblp.org/pid/12/1770-5.html,7
pierre senellart,france,ens paris,https://dblp.org/pid/12/225.html,12-225,https://dblp.org/pid/12/225.html,9
ting wang,united states,penn state,https://dblp.org/pid/12/2633-6.html,12-2633-6,https://dblp.org/pid/12/2633-6.html,8
hainan zhang,china,"institute of computing and technology, chinese academy of sciences",https://dblp.org/pers/z/Zhang:Hainan.html,120-7359,https://dblp.org/pid/120/7359.html,1
abdulhakim qahtan,netherlands,utrecht university,https://dblp.org/pid/121/4198.html,121-4198,https://dblp.org/pid/121/4198.html,8
rishabh mehrotra,united kingdom,spotify research,https://dblp.org/pers/m/Mehrotra:Rishabh.html,121-4289,https://dblp.org/pid/121/4289.html,8
chang ge,canada,university of waterloo,https://dblp.org/pid/122/5424-2.html,122-5424-2,https://dblp.org/pid/122/5424-2.html,3
nur haldar,australia,the university of western australia,https://dblp.org/pid/124/3439.html,124-3439,https://dblp.org/pid/124/3439.html,1
haipeng dai,china,nanjing university,https://dblp.org/pid/124/6911.html,124-6911,https://dblp.org/pid/124/6911.html,8
shrutendra harsola,india,intuit ai,https://dblp.org/pid/124/7268.html,124-7268,https://dblp.org/pid/124/7268.html,3
xiaxia wang,china,nanjing university,https://dblp.org/pid/126/2338-1.html,126-2338-1,https://dblp.org/pid/126/2338-1.html,3
xiangyao yu,united states,"{'university of wisconsin-madison', 'university of wisconsin, madison'}",https://dblp.org/pers/y/Yu:Xiangyao.html,126-6015,https://dblp.org/pid/126/6015.html,1
yadollah yaghoobzadeh,germany,ludwig maximilian university of munich,https://dblp.org/pers/y/Yaghoobzadeh:Yadollah.html,127-0138,https://dblp.org/pid/127/0138.html,5
manjira sinha,india,xerox research center india,https://dblp.org/pers/s/Sinha:Manjira.html,127-0162,https://dblp.org/pid/127/0162.html,10
sowmya vajjala,canada,"national research council, canada",https://dblp.org/pid/127/0212.html,127-0212,https://dblp.org/pid/127/0212.html,7
lili mou,canada,university of alberta,https://dblp.uni-trier.de/pers/m/Mou:Lili.html,127-0779,https://dblp.uni-trier.de/pid/127/0779.html,10
amy siu,germany,beuth university of applied sciences,https://dblp.org/pers/s/Siu:Amy.html,127-1469,https://dblp.org/pid/127/1469.html,9
joy arulraj,united states,"{'georgia tech', 'ga tech'}",https://dblp.org/pid/127/3025.html,127-3025,https://dblp.org/pid/127/3025.html,7
ritwik sinha,india,adobe research,https://dblp.org/pid/127/3163.html,127-3163,https://dblp.org/pid/127/3163.html,9
kaiqi zhao,new zealand,university of auckland,https://dblp.org/pid/127/6172-1.html,127-6172-1,https://dblp.org/pid/127/6172-1.html,8
abdul quamar,united states,ibm research almaden,https://dblp.org/pers/q/Quamar:Abdul.html,127-6195,https://dblp.org/pid/127/6195.html,2
pratibha moogi,india,ibm,https://dblp.org/pid/128/2991.html,128-2991,https://dblp.org/pid/128/2991.html,1
rishi ranjan singh,india,indian institute of technology bhilai,https://dblp.org/pers/s/Singh:Rishi_Ranjan.html,129-1674,https://dblp.org/pid/129/1674.html,7
felix schuhknecht,germany,u mainz,https://dblp.uni-trier.de/pers/hd/s/Schuhknecht:Felix_Martin,129-6818,https://dblp.uni-trier.de/pid/129/6818.html,7
niv dayan,united states,pliops,https://dblp.org/pers/d/Dayan:Niv.html,129-6927,https://dblp.org/pid/129/6927.html,8
jaydeep sen,india,ibm research ai,https://dblp.org/pid/129/8181.html,129-8181,https://dblp.org/pid/129/8181.html,5
chaokun wang,china,tsinghua university,https://dblp.org/pers/w/Wang:Chaokun.html,13-1672,https://dblp.org/pid/13/1672.html,3
yang-sae moon,south korea,"kangwon national university, korea",https://dblp.org/pers/m/Moon:Yang=Sae.html,13-4420,https://dblp.org/pid/13/4420.html,8
xuan liu,china,baidu,https://dblp.org/pers/hd/l/Liu_0005:Xuan,13-5407-5,https://dblp.org/pid/13/5407-5.html,6
ying zhang,australia,university of technology sydney,https://dblp.uni-trier.de/pers/hd/z/Zhang_0001:Ying,13-6769-1,https://dblp.uni-trier.de/pid/13/6769-1.html,3
razieh rahimi,united states,university of massachusetts amherst,https://dblp.org/pers/r/Rahimi:Razieh.html,13-7406,https://dblp.org/pid/13/7406.html,1
niketan pansare,united states,ibm almaden,https://dblp.org/pers/p/Pansare:Niketan.html,13-8165,https://dblp.org/pid/13/8165.html,3
huanchen zhang,china,"{'tsinghua university', 'tsinghua'}",https://dblp.org/pid/13/8730.html,13-8730,https://dblp.org/pid/13/8730.html,5
ximing li,china,jilin university,https://dblp.org/pers/l/Li:Ximing.html,130-1013,https://dblp.org/pid/130/1013.html,3
isak karlsson,sweden,stockholm university,https://dblp.org/pers/k/Karlsson:Isak.html,130-1705,https://dblp.org/pid/130/1705.html,1
jyun-yu jiang,united states,"university of california, los angeles",https://dblp.org/pid/130/8167.html,130-8167,https://dblp.org/pid/130/8167.html,5
yingxia shao,china,bupt,https://dblp.org/pid/131/2926.html,131-2926,https://dblp.org/pid/131/2926.html,10
jinyang gao,china,alibaba group,https://dblp.org/pers/g/Gao:Jinyang.html,131-4047,https://dblp.org/pid/131/4047.html,7
raul castro fernandez,united states,university of chicago,https://dblp.org/pers/f/Fernandez:Raul_Castro.html,131-4202,https://dblp.org/pid/131/4202.html,7
orestis polychroniou,united states,amazon,https://dblp.org/pers/p/Polychroniou:Orestis.html,131-4377,https://dblp.org/pid/131/4377.html,9
xu chu,united states,georgia tech,https://dblp.org/pers/c/Chu:Xu.html,131-4767,https://dblp.org/pid/131/4767.html,10
bikash chandra,switzerland,ecole polytechnique federale de lausanne,https://dblp.org/pid/131/6284.html,131-6284,https://dblp.org/pid/131/6284.html,10
amelie chi zhou,china,shenzhen university,https://dblp.org/pers/z/Zhou:Amelie_Chi.html,131-6619,https://dblp.org/pid/131/6619.html,3
shixuan sun,china,tongji university,https://dblp.org/pid/131/9481.html,131-9481,https://dblp.org/pid/131/9481.html,7
srijan kumar,united states,georgia institute of technology,https://dblp.org/pers/k/Kumar:Srijan.html,131-9628,https://dblp.org/pid/131/9628.html,1
vasiliki kalavri,united states,boston university,https://dblp.org/pid/132/6943.html,132-6943,https://dblp.org/pid/132/6943.html,4
jiyun luo,united states,pinterest,https://dblp.org/pers/l/Luo:Jiyun.html,132-7581,https://dblp.org/pid/132/7581.html,4
daojian zeng,china,csust,https://dblp.org/pers/z/Zeng:Daojian.html,133-1954,https://dblp.org/pid/133/1954.html,5
pooja aggarwal,india,ibm research,https://dblp.org/pid/133/3638.html,133-3638,https://dblp.org/pid/133/3638.html,7
iraklis psaroudakis,united states,oracle,https://dblp.org/pers/p/Psaroudakis:Iraklis.html,133-9910,https://dblp.org/pid/133/9910.html,7
aline bessa,united states,new york university,https://dblp.org/pid/134/9031.html,134-9031,https://dblp.org/pid/134/9031.html,4
ismail oukid,germany,snowflake computing,https://dblp.org/pers/o/Oukid:Ismail.html,135-3665,https://dblp.org/pid/135/3665.html,7
yuval moskovitch,united states,university of michigan,https://dblp.org/pers/m/Moskovitch:Yuval.html,135-4661,https://dblp.org/pid/135/4661.html,3
fotis psallidas,united states,microsoft,https://dblp.org/pers/p/Psallidas:Fotis.html,135-5141,https://dblp.org/pid/135/5141.html,6
davide mottin,denmark,aarhus univ,https://dblp.uni-trier.de/pers/m/Mottin:Davide.html,135-7623,https://dblp.uni-trier.de/pid/135/7623.html,2
amit awekar,india,"{'indian institute of technology, guwahati, assam, india', 'iit g'}",https://dblp.org/pid/136/7882.html,136-7882,https://dblp.org/pid/136/7882.html,10
sainyam galhotra,united states,university of massachusetts amherst,https://dblp.uni-trier.de/pers/g/Galhotra:Sainyam.html,136-7969,https://dblp.uni-trier.de/pid/136/7969.html,9
ryan rogers,united states,linkedin,https://dblp.org/pid/137/8445.html,137-8445,https://dblp.org/pid/137/8445.html,5
renfen hu,china,beijing normal university,https://dblp.org/pers/h/Hu:Renfen.html,137-9588,https://dblp.org/pid/137/9588.html,6
abhishek kumar singh,india,international institute of information technology hyderabad,https://dblp.org/pers/s/Singh:Abhishek_Kumar.html,139-0855,https://dblp.org/pid/139/0855.html,4
mostafa milani,canada,the university of western ontario,https://dblp.org/pid/139/0871.html,139-0871,https://dblp.org/pid/139/0871.html,10
matteo lissandrini,denmark,aalborg university,https://dblp.org/pers/l/Lissandrini:Matteo.html,139-1128,https://dblp.org/pid/139/1128.html,7
sandipan sikdar,germany,rwth aachen university,https://dblp.org/pid/139/2312.html,139-2312,https://dblp.org/pid/139/2312.html,9
julien romero,france,"ltci, tlcom paris, institut polytechnique de paris",https://dblp.org/pers/hd/r/Romero:Julian,139-7506,https://dblp.org/pid/139/7506.html,7
subarna chatterjee,united states,"{'harvard university, usa', 'harvard university'}",https://dblp.org/pid/139/7927.html,139-7927,https://dblp.org/pid/139/7927.html,1
yuanyuan zhu,china,wuhan university,https://dblp.org/pid/14/10147.html,14-10147,https://dblp.org/pid/14/10147.html,1
jithin vachery,"{'singapore', 'india'}","{'iit madras', 'nus'}",https://dblp.org/pid/14/10827.html,14-10827,https://dblp.org/pid/14/10827.html,9
chengkai li,united states,"{'the university of texas at arlington', 'ut arlington'}",https://dblp.org/pid/14/3692.html,14-3692,https://dblp.org/pid/14/3692.html,9
filip murlak,poland,"university of warsaw, poland",https://dblp.org/pers/m/Murlak:Filip.html,14-4251,https://dblp.org/pid/14/4251.html,4
zhipeng cai,united states,georgia state university,https://dblp.org/pid/14/5155-1.html,14-5155-1,https://dblp.org/pid/14/5155-1.html,9
davide martinenghi,italy,politecnico di milano,https://dblp.org/pid/14/6896.html,14-6896,https://dblp.org/pid/14/6896.html,3
wang-chien lee,united states,"pennsylvania state university, usa",https://dblp.uni-trier.de/pers/l/Lee:Wang=Chien.html,14-716,https://dblp.uni-trier.de/pid/14/716.html,7
yeye he,united states,microsoft research,https://dblp.org/pers/h/He:Yeye.html,14-7259,https://dblp.org/pid/14/7259.html,6
meng qu,china,pku.edu.cn,https://dblp.uni-trier.de/pers/q/Qu:Meng.html,14-8543,https://dblp.uni-trier.de/pid/14/8543.html,8
kaiyu feng,singapore,ntu,https://dblp.org/pid/140/7434.html,140-7434,https://dblp.org/pid/140/7434.html,9
linmei hu,china,beijing university of posts and telecommunications,https://dblp.org/pers/h/Hu:Linmei.html,141-4440,https://dblp.org/pid/141/4440.html,5
yuanzhe zhang,china,"institute of automation, chinese academy of sciences",https://dblp.org/pers/z/Zhang:Yuanzhe.html,141-4448,https://dblp.org/pid/141/4448.html,1
nikos r. katsipoulakis,united states,amazon web services,https://dblp.org/pid/142/7802.html,142-7802,https://dblp.org/pid/142/7802.html,3
yuchen li,singapore,singapore management university,https://dblp.org/pid/143/0258-1.html,143-0258-1,https://dblp.org/pid/143/0258-1.html,10
shaikhha amir,united kingdom,u. of edinburgh,https://dblp.org/pid/143/6186.html,143-6186,https://dblp.org/pid/143/6186.html,8
shrainik jain,united states,university of washington,https://dblp.org/pers/j/Jain:Shrainik.html,143-7236,https://dblp.org/pid/143/7236.html,6
prashanth menon,united states,databricks,https://dblp.org/pid/145/6329.html,145-6329,https://dblp.org/pid/145/6329.html,8
wolfram wingerath,germany,baqend,https://dblp.org/pers/w/Wingerath:Wolfram.html,146-6282,https://dblp.org/pid/146/6282.html,9
zuohui fu,united states,rutgers university,https://dblp.org/pers/f/Fu:Zuohui.html,146-6971,https://dblp.org/pid/146/6971.html,4
dominik moritz,united states,cmu,https://dblp.org/pid/147/1186.html,147-1186,https://dblp.org/pid/147/1186.html,1
sanjay krishnan,united states,u chicago,https://dblp.org/pers/k/Krishnan:Sanjay.html,147-1189,https://dblp.org/pid/147/1189.html,1
jose faleiro,united states,microsoft,https://dblp.org/pers/f/Faleiro:Jose_M=.html,147-1195,https://dblp.org/pid/147/1195.html,10
rebecca taft,united states,"{'mit', 'cockroach lab'}",https://dblp.org/pers/t/Taft:Rebecca.html,147-1198,https://dblp.org/pid/147/1198.html,4
anshuman dutt,united states,microsoft,https://dblp.org/pers/d/Dutt:Anshuman.html,147-1241,https://dblp.org/pid/147/1241.html,7
matthaios olma,united states,microsoft research,https://dblp.org/pers/o/Olma:Matthaios.html,147-1263,https://dblp.org/pid/147/1263.html,2
andrew crotty,united states,cmu/brown,https://dblp.org/pid/147/4971.html,147-4971,https://dblp.org/pid/147/4971.html,3
priya radhakrishnan,india,iiit hyderabad,https://dblp.uni-trier.de/pers/r/Radhakrishnan:Priya.html,147-9053,https://dblp.uni-trier.de/pid/147/9053.html,1
shanshan feng,china,"harbin institute of technology, shenzhen",https://dblp.org/pid/149/1281.html,149-1281,https://dblp.org/pid/149/1281.html,5
can lu,hong kong sar,the chinese university of hong kong,https://dblp.org/pers/l/Lu:Can.html,149-1789,https://dblp.org/pid/149/1789.html,1
hima patel,india,ibm research,https://dblp.org/pid/149/2405.html,149-2405,https://dblp.org/pid/149/2405.html,8
wasay abdul,united states,harvard,https://dblp.org/pid/149/9304.html,149-9304,https://dblp.org/pid/149/9304.html,1
gaurav verma,united states,georgia tech,https://dblp.org/pid/15/1669.html,15-1669,https://dblp.org/pid/15/1669.html,1
md zia ullah,france,cnrs,https://dblp.org/pers/u/Ullah:Md_Zia.html,150-5229,https://dblp.org/pid/150/5229.html,2
jyoti leeka,united states,microsoft,https://dblp.org/pid/150/7163.html,150-7163,https://dblp.org/pid/150/7163.html,2
victor zakhary,united states,oracle,https://dblp.org/pid/151/5215.html,151-5215,https://dblp.org/pid/151/5215.html,6
koninika pal,germany,"max planck institute informatik, saarland informatics campus, germany",https://dblp.org/pers/p/Pal:Koninika.html,151-6417,https://dblp.org/pid/151/6417.html,7
giovanni simonini,italy,university of modena and reggio emilia,https://dblp.org/pid/151/8293.html,151-8293,https://dblp.org/pid/151/8293.html,5
bolong zheng,china,huazhong university of science and technology,https://dblp.org/pid/152/4895.html,152-4895,https://dblp.org/pid/152/4895.html,1
xiucheng li,china,harbin institute of technology,https://dblp.org/pid/152/8201.html,152-8201,https://dblp.org/pid/152/8201.html,1
dana van aken,united states,ottertune,https://dblp.org/pid/154/0932.html,154-0932,https://dblp.org/pid/154/0932.html,3
christopher de sa,united states,cornell university,https://dblp.org/pers/s/Sa:Christopher_De.html,154-6336,https://dblp.org/pid/154/6336.html,2
dixin tang,united states,uc berkeley,https://dblp.org/pid/155/5478.html,155-5478,https://dblp.org/pid/155/5478.html,5
venkatesh vinayakarao,india,chennai mathematical institute,https://dblp.org/pid/156/1280.html,156-1280,https://dblp.org/pid/156/1280.html,10
oana balmau,canada,"mcgill, canada",https://dblp.org/pers/b/Balmau:Oana.html,157-1134,https://dblp.org/pid/157/1134.html,6
subhadeep sarkar,united states,boston university,https://dblp.org/pid/158/4862.html,158-4862,https://dblp.org/pid/158/4862.html,7
kaiqun fu,united states,virginia tech,https://dblp.org/pers/f/Fu:Kaiqun.html,158-9207,https://dblp.org/pid/158/9207.html,4
nishtha madaan,india,"ibm, india research lab",https://dblp.org/pers/m/Madaan:Nishtha.html,159-0466,https://dblp.org/pid/159/0466.html,7
ali ahmadvand,united states,emory university,https://dblp.org/pers/a/Ahmadvand:Ali.html,159-6520,https://dblp.org/pid/159/6520.html,8
gupta utkarsh,india,1mg.com,https://dblp.org/pid/159/9386.html,159-9386,https://dblp.org/pid/159/9386.html,1
alvin cheung,united states,uc berkeley,https://dblp.uni-trier.de/pers/c/Cheung:Alvin.html,16-4915,https://dblp.uni-trier.de/pid/16/4915.html,6
arijit biswas,united states,javadpur university,https://dblp.uni-trier.de/pers/b/Biswas:Arijit.html,16-5085,https://dblp.uni-trier.de/pid/16/5085.html,8
ibrahim sabek,united states,mit,https://dblp.org/pid/16/8981.html,16-8981,https://dblp.org/pid/16/8981.html,5
yudian zheng,united states,twitter,https://dblp.org/pers/z/Zheng:Yudian.html,160-1053,https://dblp.org/pid/160/1053.html,4
luca soldaini,united states,amazon,https://dblp.org/pers/s/Soldaini:Luca.html,160-1741,https://dblp.org/pid/160/1741.html,2
amrith krishna,india,iit kharagpur,https://dblp.org/pid/160/4306.html,160-4306,https://dblp.org/pid/160/4306.html,6
natacha crooks,united states,uc berkeley,https://dblp.org/pid/161/0113.html,161-0113,https://dblp.org/pid/161/0113.html,6
vinu ellampallil venugopal,luxembourg,university of luxembourg,https://dblp.org/pid/162/6966.html,162-6966,https://dblp.org/pid/162/6966.html,1
abdalghani abujabal,germany,amazon alexa,https://dblp.org/pers/a/Abujabal:Abdalghani.html,162-9092,https://dblp.org/pid/162/9092.html,9
